time,PeakPeriod,PeakDirection,UpcrossPeriod,SignificantWaveHeight,SeaTemperature
UTC,s,degrees_true,s,cm,degree_C
2009-01-21T10:29:00Z,7.14,237.7,3.846,116,6.85
2009-01-21T10:59:00Z,6.67,227.8,3.81,110,7
2009-01-21T11:24:00Z,15.38,219.4,3.846,114,7.15
2009-01-21T11:54:00Z,3.45,143.4,3.738,125,7.2
2009-01-21T12:24:00Z,3.57,164.5,3.81,134,7.25
2009-01-21T12:54:00Z,4,185.6,3.81,148,7.1
2009-01-21T13:24:00Z,4.17,177.2,4,164,7
2009-01-21T13:54:00Z,4.35,209.5,3.922,145,6.95
2009-01-21T14:24:00Z,3.85,208.1,3.922,129,6.9
2009-01-21T14:54:00Z,4.35,220.8,3.96,114,6.85
2009-01-21T15:24:00Z,7.69,230.6,4.082,107,6.8
2009-01-21T15:54:00Z,7.69,234.8,4.211,107,6.6
2009-01-21T16:24:00Z,6.25,220.8,4.396,108,6.45
2009-01-21T16:54:00Z,6.25,223.6,4.598,109,6.15
2009-01-21T17:24:00Z,6.67,219.4,4.545,110,6.1
2009-01-21T17:54:00Z,5.26,223.6,4.444,114,6.05
2009-01-21T18:24:00Z,6.67,223.6,4.494,122,6.05
2009-01-21T18:54:00Z,7.14,226.4,4.348,113,6.1
2009-01-21T19:24:00Z,5.26,226.4,4.167,111,6.2
2009-01-21T19:54:00Z,4.17,227.8,4.124,115,6.25
2009-01-21T20:24:00Z,7.69,223.6,4.124,112,6.3
2009-01-21T20:54:00Z,7.14,223.6,4.124,112,6.25
2009-01-21T21:24:00Z,7.69,227.8,4.124,115,6.25
2009-01-21T21:54:00Z,5.56,225,3.883,110,6.2
2009-01-21T22:24:00Z,5.56,232,3.883,114,6.3
2009-01-21T22:54:00Z,3.85,218,3.846,121,6.35
2009-01-21T23:24:00Z,4.17,218,3.883,127,6.4
2009-01-21T23:54:00Z,4.17,216.6,4.04,129,6.4
2009-01-22T00:24:00Z,4.55,216.6,4,130,6.4
2009-01-22T00:54:00Z,5.26,219.4,4.124,132,6.4
2009-01-22T01:24:00Z,4.76,222.2,4.255,150,6.3
2009-01-22T01:54:00Z,4.55,239.1,4.396,185,6.25
2009-01-22T02:24:00Z,4.55,244.7,4.494,180,6.3
2009-01-22T02:54:00Z,5.56,244.7,4.762,197,6.45
2009-01-22T03:24:00Z,5.56,251.7,4.878,198,6.55
2009-01-22T03:54:00Z,6.25,243.3,4.878,198,6.7
2009-01-22T04:24:00Z,6.25,250.3,4.878,199,6.85
2009-01-22T04:54:00Z,5.88,250.3,4.878,206,6.9
2009-01-22T05:24:00Z,5.56,254.5,5,204,6.95
2009-01-22T05:54:00Z,7.14,243.3,5.128,219,6.95
2009-01-22T06:24:00Z,7.69,246.1,5.195,198,7
2009-01-22T06:54:00Z,5.56,251.7,5.063,214,7.05
2009-01-22T07:24:00Z,5.88,253.1,5,199,7.05
2009-01-22T07:54:00Z,5.88,254.5,4.878,194,7.05
2009-01-22T08:24:00Z,6.67,248.9,4.938,194,7.1
2009-01-22T08:54:00Z,7.14,251.7,4.878,199,7.15
2009-01-22T09:24:00Z,5.88,247.5,4.651,183,7.15
2009-01-22T09:54:00Z,5.88,250.3,4.819,190,7.2
2009-01-22T10:24:00Z,5.88,247.5,4.598,177,7.2
2009-01-22T10:54:00Z,6.67,244.7,4.706,201,7.2
2009-01-22T11:24:00Z,5.88,247.5,4.762,191,7.3
2009-01-22T11:54:00Z,7.69,247.5,4.598,188,7.4
2009-01-22T12:24:00Z,5.88,239.1,4.762,186,7.45
2009-01-22T12:54:00Z,5.26,239.1,4.762,178,7.55
2009-01-22T13:24:00Z,5.88,229.2,4.706,174,7.6
2009-01-22T13:54:00Z,6.25,233.4,4.494,170,7.55
2009-01-22T14:24:00Z,5,244.7,4.598,169,7.6
2009-01-22T14:54:00Z,6.25,234.8,4.651,170,7.65
2009-01-22T15:24:00Z,7.14,227.8,4.706,156,7.65
2009-01-22T15:54:00Z,6.67,240.5,4.545,151,7.65
2009-01-22T16:24:00Z,7.14,247.5,4.762,157,7.45
2009-01-22T16:54:00Z,6.67,232,4.819,147,7.45
2009-01-22T17:24:00Z,7.69,233.4,4.762,134,7.45
2009-01-22T17:54:00Z,7.14,229.2,4.762,135,7.45
2009-01-22T18:24:00Z,6.25,229.2,4.706,132,7.45
2009-01-22T18:54:00Z,7.69,233.4,4.762,143,7.45
2009-01-22T19:24:00Z,7.14,227.8,4.819,125,7.45
2009-01-22T19:54:00Z,6.67,223.6,5,128,7.45
2009-01-22T20:24:00Z,7.14,229.2,4.938,119,7.45
2009-01-22T20:54:00Z,6.67,225,4.878,109,7.45
2009-01-22T21:24:00Z,15.38,230.6,5.195,106,7.45
2009-01-22T21:54:00Z,8.33,237.7,5.405,110,7.4
2009-01-22T22:24:00Z,6.67,226.4,5.333,109,7.25
2009-01-22T22:54:00Z,7.14,229.2,5,109,7.2
2009-01-22T23:24:00Z,6.67,232,5.333,109,7.35
2009-01-22T23:54:00Z,6.25,227.8,5.263,102,7.35
2009-01-23T00:24:00Z,10,229.2,5.479,110,7.35
2009-01-23T00:54:00Z,6.25,220.8,5.263,99,7.05
2009-01-23T01:24:00Z,5.56,222.2,5.263,112,7
2009-01-23T01:54:00Z,7.14,222.2,5.128,104,7.1
2009-01-23T02:24:00Z,7.69,232,5.263,105,7.05
2009-01-23T02:54:00Z,10.53,232,5,108,5.6
2009-01-23T03:24:00Z,11.76,220.8,5,102,5.6
2009-01-23T03:54:00Z,7.14,226.4,5.195,104,5.5
2009-01-23T04:24:00Z,6.25,226.4,5.128,108,5.4
2009-01-23T04:54:00Z,7.69,226.4,4.706,110,5.5
2009-01-23T05:24:00Z,6.67,227.8,4.819,105,5.5
2009-01-23T05:54:00Z,8.33,237.7,5.063,111,5.45
2009-01-23T06:24:00Z,8.33,234.8,4.878,106,5.65
2009-01-23T06:54:00Z,6.25,225,4.706,113,5.75
2009-01-23T07:24:00Z,4.35,240.5,4.348,123,6
2009-01-23T07:54:00Z,5.56,240.5,4.494,137,6.35
2009-01-23T08:24:00Z,6.67,234.8,4.545,126,6.4
2009-01-23T08:54:00Z,5.26,241.9,4.301,118,6.45
2009-01-23T09:24:00Z,5.88,239.1,4.167,121,6.6
2009-01-23T09:54:00Z,5.88,236.3,4.255,121,6.7
2009-01-23T10:24:00Z,5.56,241.9,4.082,128,6.75
2009-01-23T10:54:00Z,5,239.1,4.167,121,6.8
2009-01-23T11:24:00Z,4.76,244.7,4.301,117,6.8
2009-01-23T11:54:00Z,5.88,241.9,4.255,125,6.9
2009-01-23T12:24:00Z,5.26,246.1,4.348,134,6.9
2009-01-23T12:54:00Z,5.26,253.1,4.396,162,7
2009-01-23T13:24:00Z,5,253.1,4.348,141,7
2009-01-23T13:54:00Z,5.56,240.5,4.301,142,7.05
2009-01-23T14:24:00Z,4.76,247.5,4.082,131,7.1
2009-01-23T14:54:00Z,4.17,246.1,4.255,135,7.15
2009-01-23T15:24:00Z,4.55,239.1,4.167,139,7.15
2009-01-23T15:54:00Z,5.88,230.6,4.348,126,7.15
2009-01-23T16:24:00Z,4.35,240.5,4.255,125,7.15
2009-01-23T16:54:00Z,6.67,230.6,4.545,127,7.1
2009-01-23T17:24:00Z,7.69,244.7,4.706,119,7
2009-01-23T17:54:00Z,4.76,233.4,4.598,118,7
2009-01-23T18:24:00Z,7.69,239.1,4.762,112,6.95
2009-01-23T18:54:00Z,7.69,239.1,5.063,113,6.95
2009-01-23T19:24:00Z,7.69,239.1,5,112,6.9
2009-01-23T19:54:00Z,7.14,236.3,5.128,110,6.8
2009-01-23T20:24:00Z,7.69,236.3,4.938,108,6.75
2009-01-23T20:54:00Z,7.14,237.7,5.195,107,6.6
2009-01-23T21:24:00Z,7.14,236.3,5.195,109,6.6
2009-01-23T21:54:00Z,6.67,229.2,5.063,101,6.7
2009-01-23T22:24:00Z,7.69,239.1,5.063,100,6.65
2009-01-23T22:54:00Z,7.14,247.5,5.128,95,6.65
2009-01-23T23:24:00Z,6.25,229.2,5.063,94,6.6
2009-01-23T23:54:00Z,6.67,234.8,5.195,98,6.65
2009-01-24T00:24:00Z,10,230.6,5.063,92,6.7
2009-01-24T00:54:00Z,6.67,239.1,4.651,94,6.7
2009-01-24T01:24:00Z,6.67,226.4,4.444,96,6.7
2009-01-24T01:54:00Z,7.14,234.8,4.494,92,4.9
2009-01-24T02:24:00Z,7.69,237.7,4.819,92,4.95
2009-01-24T02:54:00Z,12.5,232,4.651,88,5.25
2009-01-24T03:24:00Z,13.33,232,4.819,91,5.3
2009-01-24T03:54:00Z,10,223.6,4.878,85,5.2
2009-01-24T04:24:00Z,10.53,226.4,5,84,5.35
2009-01-24T04:54:00Z,6.67,239.1,5.063,84,5.25
2009-01-24T05:24:00Z,6.67,232,5.128,88,5.35
2009-01-24T05:54:00Z,6.67,233.4,5.128,92,5.4
2009-01-24T06:24:00Z,7.14,241.9,5.195,90,5.4
2009-01-24T06:54:00Z,6.25,247.5,4.878,97,5.3
2009-01-24T07:24:00Z,7.14,237.7,4.706,101,5.25
2009-01-24T07:54:00Z,6.67,237.7,4.598,103,5.25
2009-01-24T08:24:00Z,6.25,233.4,4.211,105,5.15
2009-01-24T08:54:00Z,8.33,233.4,4.04,98,5.3
2009-01-24T09:24:00Z,7.14,237.7,4.444,91,5
2009-01-24T09:54:00Z,5,244.7,4.255,95,5.05
2009-01-24T10:24:00Z,5.88,241.9,4.396,98,5.1
2009-01-24T10:54:00Z,10,233.4,4.255,95,5.35
2009-01-24T11:24:00Z,6.25,241.9,4,103,5.6
2009-01-24T11:54:00Z,5.56,246.1,3.846,107,5.85
2009-01-24T12:24:00Z,5.56,244.7,3.922,112,6.05
2009-01-24T12:54:00Z,5.56,239.1,3.883,109,6.1
2009-01-24T13:24:00Z,3.57,225,3.846,98,6.1
2009-01-24T13:54:00Z,4,219.4,3.96,112,6.15
2009-01-24T14:24:00Z,5,229.2,4.082,112,6.15
2009-01-24T14:54:00Z,5.88,229.2,4,113,6.2
2009-01-24T15:24:00Z,6.67,230.6,3.883,105,6.25
2009-01-24T15:54:00Z,5.26,230.6,3.922,111,6.25
2009-01-24T16:24:00Z,5.88,227.8,3.81,106,6.3
2009-01-24T16:54:00Z,3.57,191.3,3.571,115,6.35
2009-01-24T17:24:00Z,3.23,146.3,3.448,104,6.4
2009-01-24T17:54:00Z,3.23,129.4,3.448,103,6.35
2009-01-24T18:24:00Z,3.33,140.6,3.419,102,6.35
2009-01-24T18:54:00Z,3.33,126.6,3.419,129,6.35
2009-01-24T19:24:00Z,3.7,128,3.39,135,6.4
2009-01-24T19:54:00Z,3.57,130.8,3.448,130,6.45
2009-01-24T20:24:00Z,3.7,129.4,3.604,130,6.4
2009-01-24T20:54:00Z,3.57,128,3.604,133,5.8
2009-01-24T21:24:00Z,3.45,163.1,3.571,108,5.55
2009-01-24T21:54:00Z,3.23,174.4,3.738,98,5.55
2009-01-24T22:24:00Z,6.25,213.8,3.883,87,5.4
2009-01-24T22:54:00Z,7.14,226.4,4.04,91,5.4
2009-01-24T23:24:00Z,7.69,222.2,4.082,96,5.45
2009-01-24T23:54:00Z,7.69,227.8,4.255,94,5.5
2009-01-25T00:24:00Z,11.76,244.7,4.651,94,5.5
2009-01-25T00:54:00Z,8.33,223.6,4.878,94,5.5
2009-01-25T01:24:00Z,8.33,223.6,5.195,107,5.55
2009-01-25T01:54:00Z,9.09,230.6,4.938,100,5.55
2009-01-25T02:24:00Z,10,233.4,4.938,98,5.55
2009-01-25T02:54:00Z,10.53,233.4,4.706,95,5.5
2009-01-25T03:24:00Z,10,237.7,5.195,93,5.45
2009-01-25T03:54:00Z,10,232,4.494,89,5.45
2009-01-25T04:24:00Z,8.33,240.5,4.706,91,5.5
2009-01-25T04:54:00Z,11.76,236.3,4.819,99,5.5
2009-01-25T05:24:00Z,9.09,237.7,4.762,102,5.6
2009-01-25T05:54:00Z,11.11,236.3,4.545,110,5.6
2009-01-25T06:24:00Z,8.33,241.9,4.494,117,5.5
2009-01-25T06:54:00Z,10.53,246.1,5,120,5.55
2009-01-25T07:24:00Z,7.69,237.7,5.333,118,5.55
2009-01-25T07:54:00Z,7.14,237.7,5.882,116,5.5
2009-01-25T08:24:00Z,9.09,227.8,5.97,109,5.65
2009-01-25T08:54:00Z,13.33,230.6,5.97,109,5.75
2009-01-25T09:24:00Z,14.29,229.2,5.882,108,5.7
2009-01-25T09:54:00Z,6.67,234.8,5.634,110,5.7
2009-01-25T10:24:00Z,15.38,226.4,4.938,120,5.75
2009-01-25T10:54:00Z,15.38,227.8,4.938,111,5.9
2009-01-25T11:24:00Z,13.33,227.8,5.063,103,5.75
2009-01-25T11:54:00Z,15.38,229.2,5.405,94,5.6
2009-01-25T12:24:00Z,15.38,230.6,5.797,95,5.75
2009-01-25T12:54:00Z,16.67,227.8,5.97,94,5.75
2009-01-25T13:24:00Z,15.38,232,6.349,93,5.7
2009-01-25T13:54:00Z,16.67,223.6,7.018,102,5.8
2009-01-25T14:24:00Z,15.38,230.6,7.143,116,5.8
2009-01-25T14:54:00Z,14.29,227.8,6.897,113,5.75
2009-01-25T15:24:00Z,15.38,223.6,7.018,117,5.8
2009-01-25T15:54:00Z,15.38,234.8,6.78,120,5.85
2009-01-25T16:24:00Z,13.33,239.1,6.78,117,5.85
2009-01-25T16:54:00Z,15.38,230.6,7.018,117,5.8
2009-01-25T17:24:00Z,15.38,233.4,6.897,122,5.3
2009-01-25T17:54:00Z,16.67,225,6.78,107,5.55
2009-01-25T18:24:00Z,16.67,223.6,7.018,114,5.6
2009-01-25T18:54:00Z,16.67,229.2,7.407,117,5.15
2009-01-25T19:24:00Z,16.67,227.8,7.143,116,5.15
2009-01-25T19:54:00Z,16.67,234.8,7.273,111,5.1
2009-01-25T20:24:00Z,18.18,220.8,7.407,109,4.65
2009-01-25T20:54:00Z,15.38,236.3,7.018,106,4.75
2009-01-25T21:24:00Z,18.18,229.2,7.407,110,5.05
2009-01-25T21:54:00Z,18.18,232,6.78,103,5.25
2009-01-25T22:24:00Z,18.18,226.4,6.667,99,5.25
2009-01-25T22:54:00Z,15.38,223.6,6.557,95,5.3
2009-01-25T23:24:00Z,16.67,229.2,6.452,97,5.3
2009-01-25T23:54:00Z,15.38,229.2,6.25,96,5.35
2009-01-26T00:24:00Z,16.67,232,5.882,98,5.3
2009-01-26T00:54:00Z,16.67,230.6,5.714,100,5.45
2009-01-26T01:24:00Z,16.67,218,5.195,98,5.55
2009-01-26T01:54:00Z,16.67,222.2,4.938,95,5.6
2009-01-26T02:24:00Z,16.67,227.8,5.556,97,5.6
2009-01-26T02:54:00Z,16.67,222.2,5.634,92,5.7
2009-01-26T03:24:00Z,16.67,225,6.061,91,5.65
2009-01-26T03:54:00Z,16.67,229.2,5.97,91,5.7
2009-01-26T04:24:00Z,16.67,223.6,5.634,96,5.85
2009-01-26T04:54:00Z,16.67,220.8,5.714,94,5.9
2009-01-26T05:24:00Z,18.18,223.6,5.263,88,6
2009-01-26T05:54:00Z,16.67,230.6,5.634,89,6
2009-01-26T06:24:00Z,15.38,226.4,5.714,87,5.9
2009-01-26T06:54:00Z,16.67,226.4,6.25,95,5.7
2009-01-26T07:24:00Z,18.18,223.6,5.882,88,5.7
2009-01-26T07:54:00Z,16.67,230.6,6.667,96,5.6
2009-01-26T08:24:00Z,15.38,229.2,6.557,96,5.55
2009-01-26T08:54:00Z,16.67,223.6,6.25,85,5.6
2009-01-26T09:24:00Z,16.67,236.3,5.882,80,5.4
2009-01-26T09:54:00Z,16.67,233.4,6.154,79,5.55
2009-01-26T10:24:00Z,16.67,229.2,5.714,76,5.9
2009-01-26T10:54:00Z,16.67,239.1,5.634,76,5.95
2009-01-26T11:24:00Z,15.38,226.4,5.405,78,6.05
2009-01-26T11:54:00Z,15.38,232,5.405,77,6.2
2009-01-26T12:24:00Z,7.14,237.7,5.195,76,6.25
2009-01-26T12:54:00Z,15.38,227.8,5.263,75,6.15
2009-01-26T13:24:00Z,15.38,229.2,5.333,72,5.85
2009-01-26T13:54:00Z,14.29,227.8,5.128,68,5.85
2009-01-26T14:24:00Z,14.29,233.4,4.878,71,5.8
2009-01-26T14:54:00Z,15.38,232,5.063,74,5.8
2009-01-26T15:24:00Z,10,233.4,4.545,72,5.85
2009-01-26T15:54:00Z,15.38,227.8,4.348,76,6.05
2009-01-26T16:24:00Z,15.38,227.8,4.124,81,6.1
2009-01-26T16:54:00Z,14.29,227.8,3.883,82,6.25
2009-01-26T17:24:00Z,7.14,230.6,4.167,88,6.2
2009-01-26T17:54:00Z,15.38,229.2,4.301,85,6.3
2009-01-26T18:24:00Z,14.29,243.3,4.255,85,6.3
2009-01-26T18:54:00Z,7.14,232,4.167,86,6.3
2009-01-26T19:24:00Z,4,225,3.774,102,6.35
2009-01-26T19:54:00Z,4.35,226.4,3.738,110,6.35
2009-01-26T20:24:00Z,3.57,209.5,3.67,107,6.35
2009-01-26T20:54:00Z,3.57,215.2,3.54,106,6.4
2009-01-26T21:24:00Z,3.7,215.2,3.478,104,6.4
2009-01-26T21:54:00Z,4,220.8,3.448,104,6.45
2009-01-26T22:24:00Z,3.85,216.6,3.604,100,6.45
2009-01-26T22:54:00Z,13.33,229.2,3.571,95,6.45
2009-01-26T23:24:00Z,4.55,220.8,3.846,93,6.45
2009-01-26T23:54:00Z,13.33,239.1,3.738,82,6.45
2009-01-27T00:24:00Z,5.88,237.7,4.04,82,6.45
2009-01-27T00:54:00Z,13.33,239.1,4.082,75,6.4
2009-01-27T01:24:00Z,5.88,240.5,4.301,77,6.4
2009-01-27T01:54:00Z,6.25,244.7,4.211,78,6.35
2009-01-27T02:24:00Z,6.25,239.1,4.301,74,6.4
2009-01-27T02:54:00Z,13.33,233.4,4.396,69,6.5
2009-01-27T03:24:00Z,6.67,230.6,4.762,66,6.5
2009-01-27T03:54:00Z,8.33,243.3,4.878,65,6.45
2009-01-27T04:24:00Z,7.14,227.8,5,68,6.45
2009-01-27T04:54:00Z,10,232,5.333,68,6.4
2009-01-27T05:24:00Z,8.33,236.3,5.333,67,6.45
2009-01-27T05:54:00Z,9.09,233.4,5.263,65,6.45
2009-01-27T06:24:00Z,6.67,218,4.598,66,6.25
2009-01-27T06:54:00Z,7.69,229.2,4.301,68,6.3
2009-01-27T07:24:00Z,10,227.8,4.444,73,6.3
2009-01-27T07:54:00Z,5.88,230.6,4.598,74,6.35
2009-01-27T08:24:00Z,10,232,5.195,77,6.45
2009-01-27T09:54:00Z,7.69,233.4,5.479,77,6.05
2009-01-27T10:24:00Z,7.69,234.8,5.333,77,6
2009-01-27T10:54:00Z,6.25,243.3,5.263,78,6.05
2009-01-27T11:24:00Z,7.69,241.9,5,72,6.05
2009-01-27T11:54:00Z,6.67,241.9,4.819,71,6.05
2009-01-27T12:24:00Z,5.26,239.1,4.651,67,6.1
2009-01-27T12:54:00Z,9.09,230.6,4.706,67,6.1
2009-01-27T13:24:00Z,10.53,240.5,4.878,68,6.15
2009-01-27T13:54:00Z,11.11,232,4.651,66,6.15
2009-01-27T14:24:00Z,10.53,233.4,4.819,72,6.15
2009-01-27T14:54:00Z,12.5,230.6,4.706,66,6.2
2009-01-27T15:24:00Z,10.53,237.7,4.819,65,6.3
2009-01-27T15:54:00Z,12.5,225,5,67,6.3
2009-01-27T16:24:00Z,8.33,234.8,5.063,73,6.25
2009-01-27T17:24:00Z,11.76,226.4,5.405,73,6.2
2009-01-27T17:54:00Z,11.76,236.3,5.556,74,6.25
2009-01-27T18:24:00Z,10,232,5.634,74,6.2
2009-01-27T18:54:00Z,12.5,233.4,5.333,69,6.15
2009-01-27T19:24:00Z,6.25,230.6,5.405,72,6.1
2009-01-27T19:54:00Z,10.53,229.2,5.714,74,6.1
2009-01-27T20:24:00Z,7.14,233.4,5.797,77,6.05
2009-01-27T20:54:00Z,7.69,236.3,5.714,78,5.95
2009-01-27T21:24:00Z,7.69,239.1,5.97,79,5.9
2009-01-27T21:54:00Z,8.33,239.1,5.797,77,5.85
2009-01-27T22:24:00Z,7.69,241.9,5.556,79,5.85
2009-01-27T22:54:00Z,7.14,241.9,5.263,80,5.8
2009-01-27T23:24:00Z,15.38,226.4,5.063,81,5.8
2009-01-27T23:54:00Z,6.67,241.9,4.938,78,5.75
2009-01-28T00:24:00Z,15.38,236.3,4.494,78,5.8
2009-01-28T00:54:00Z,13.33,234.8,4.444,81,5.8
2009-01-28T01:24:00Z,16.67,227.8,4.348,81,5.75
2009-01-28T01:54:00Z,15.38,234.8,4.545,76,5.7
2009-01-28T02:24:00Z,15.38,247.5,4.444,80,5.75
2009-01-28T02:54:00Z,16.67,230.6,4.762,80,5.8
2009-01-28T03:24:00Z,15.38,236.3,4.494,84,5.8
2009-01-28T03:54:00Z,15.38,244.7,4.396,81,5.8
2009-01-28T04:24:00Z,16.67,232,4.545,88,5.75
2009-01-28T04:54:00Z,16.67,229.2,4.301,91,5.9
2009-01-28T05:24:00Z,7.69,233.4,4.124,93,6.25
2009-01-28T05:54:00Z,16.67,232,4.396,99,6.4
2009-01-28T06:24:00Z,16.67,233.4,4.494,99,6.4
2009-01-28T06:54:00Z,16.67,233.4,4.301,101,6.4
2009-01-28T07:24:00Z,18.18,246.1,4.396,96,6.45
2009-01-28T07:54:00Z,18.18,240.5,4.444,103,6.5
2009-01-28T08:24:00Z,16.67,241.9,4.545,107,6.55
2009-01-28T08:54:00Z,18.18,234.8,4.545,106,6.55
2009-01-28T09:24:00Z,15.38,241.9,4.396,99,6.6
2009-01-28T09:54:00Z,16.67,222.2,4.444,109,6.7
2009-01-28T10:24:00Z,16.67,234.8,4.494,108,6.3
2009-01-28T10:54:00Z,18.18,227.8,4.396,103,6.1
2009-01-28T11:24:00Z,16.67,234.8,4.211,103,6.15
2009-01-28T11:54:00Z,16.67,233.4,4.167,100,6.05
2009-01-28T12:24:00Z,18.18,240.5,4,94,6.15
2009-01-28T12:54:00Z,18.18,219.4,3.96,90,6.3
2009-01-28T13:24:00Z,16.67,216.6,4,89,6.4
2009-01-28T13:54:00Z,16.67,223.6,4.04,93,6.2
2009-01-28T14:24:00Z,16.67,227.8,4.124,88,6.2
2009-01-28T14:54:00Z,16.67,226.4,4.211,86,6.15
2009-01-28T15:24:00Z,16.67,226.4,4.255,86,6.1
2009-01-28T15:54:00Z,6.67,255.9,4.211,91,6.1
2009-01-28T16:24:00Z,16.67,230.6,4.348,91,6.15
2009-01-28T16:54:00Z,6.67,253.1,4.494,91,6.15
2009-01-28T17:24:00Z,16.67,230.6,4.651,86,6.2
2009-01-28T17:54:00Z,6.67,243.3,4.762,88,6.25
2009-01-28T18:24:00Z,6.67,239.1,4.348,96,6.35
2009-01-28T18:54:00Z,7.69,230.6,3.922,95,6.5
2009-01-28T19:24:00Z,6.25,233.4,4.082,96,6.6
2009-01-28T19:54:00Z,7.14,233.4,3.96,98,6.65
2009-01-28T20:24:00Z,16.67,230.6,4.211,101,6.75
2009-01-28T20:54:00Z,6.67,236.3,4.04,101,6.8
2009-01-28T21:24:00Z,16.67,237.7,3.96,106,6.85
2009-01-28T21:54:00Z,7.69,233.4,3.738,109,6.95
2009-01-28T22:24:00Z,7.69,236.3,3.636,104,6.95
2009-01-28T22:54:00Z,15.38,241.9,3.478,107,6.85
2009-01-28T23:24:00Z,15.38,236.3,3.39,106,6.35
2009-01-28T23:54:00Z,2.63,153.3,3.448,108,6.3
2009-01-29T00:24:00Z,15.38,232,3.478,100,6.2
2009-01-29T00:54:00Z,14.29,222.2,3.39,93,6.15
2009-01-29T01:24:00Z,3.13,140.6,3.478,98,6.25
2009-01-29T01:54:00Z,3.13,149.1,3.279,98,6.35
2009-01-29T02:24:00Z,3.7,149.1,3.361,111,6.55
2009-01-29T02:54:00Z,4,128,3.478,120,6.65
2009-01-29T03:24:00Z,4,126.6,3.571,133,6.7
2009-01-29T03:54:00Z,4,119.5,3.571,128,6.7
2009-01-29T04:24:00Z,4.17,118.1,3.774,138,6.7
2009-01-29T04:54:00Z,4,111.1,3.571,107,6.6
2009-01-29T05:24:00Z,3.7,137.8,3.509,116,6.45
2009-01-29T05:54:00Z,3.85,140.6,3.571,114,6.5
2009-01-29T06:24:00Z,4.17,170.2,3.604,111,6.6
2009-01-29T06:54:00Z,3.85,156.1,3.54,114,6.85
2009-01-29T07:24:00Z,4,137.8,3.54,139,7.1
2009-01-29T07:54:00Z,4.35,160.3,3.67,144,7.1
2009-01-29T08:24:00Z,4.17,147.7,3.738,157,7.1
2009-01-29T08:54:00Z,4,140.6,3.738,154,7.1
2009-01-29T09:24:00Z,4,143.4,3.67,144,7.1
2009-01-29T09:54:00Z,4,129.4,3.883,156,7.05
2009-01-29T10:24:00Z,4,157.5,3.846,159,7.05
2009-01-29T10:54:00Z,3.85,133.6,3.704,156,7
2009-01-29T11:24:00Z,3.57,143.4,3.604,147,7
2009-01-29T11:54:00Z,3.7,140.6,3.571,145,7
2009-01-29T12:24:00Z,3.45,128,3.509,128,7
2009-01-29T12:54:00Z,3.23,122.3,3.54,126,7
2009-01-29T13:24:00Z,3.85,130.8,3.571,138,7.05
2009-01-29T13:54:00Z,3.7,137.8,3.704,134,7.05
2009-01-29T14:24:00Z,3.85,102.7,3.54,123,7.05
2009-01-29T14:54:00Z,3.7,120.9,3.604,113,6.95
2009-01-29T15:24:00Z,3.7,123.8,3.604,114,7.05
2009-01-29T15:54:00Z,3.57,135,3.571,107,7.05
2009-01-29T16:24:00Z,3.45,122.3,3.478,100,7.05
2009-01-29T16:54:00Z,3.45,126.6,3.333,99,7.05
2009-01-29T17:24:00Z,3.57,137.8,3.333,101,7.05
2009-01-29T17:54:00Z,3.85,140.6,3.419,105,7.05
2009-01-29T18:24:00Z,3.85,142,3.571,117,7.1
2009-01-29T18:54:00Z,4.35,144.8,3.636,138,7.15
2009-01-29T19:24:00Z,4.35,135,3.81,157,7.2
2009-01-29T19:54:00Z,4.55,146.3,3.81,153,7.2
2009-01-29T20:24:00Z,4,149.1,3.774,148,7.15
2009-01-29T20:54:00Z,3.85,143.4,3.704,134,7.15
2009-01-29T21:24:00Z,4,144.8,3.67,135,7.15
2009-01-29T21:54:00Z,3.85,151.9,3.67,139,6.9
2009-01-29T22:24:00Z,3.7,161.7,3.604,114,6.75
2009-01-29T22:54:00Z,4,158.9,3.604,104,6.7
2009-01-29T23:24:00Z,3.85,161.7,3.39,94,6.75
2009-01-29T23:54:00Z,3.7,170.2,3.252,85,6.7
2009-01-30T00:24:00Z,3.23,161.7,3.226,86,6.8
2009-01-30T00:54:00Z,3.57,175.8,3.252,86,6.85
2009-01-30T01:24:00Z,3.57,168.8,3.39,95,6.9
2009-01-30T01:54:00Z,3.7,187,3.448,99,6.9
2009-01-30T02:24:00Z,3.57,168.8,3.509,103,6.85
2009-01-30T02:54:00Z,3.85,168.8,3.636,116,6.8
2009-01-30T03:24:00Z,3.85,175.8,3.636,121,6.8
2009-01-30T03:54:00Z,3.85,167.3,3.571,123,6.8
2009-01-30T04:24:00Z,3.85,174.4,3.54,112,6.85
2009-01-30T04:54:00Z,3.7,175.8,3.509,116,6.9
2009-01-30T05:24:00Z,3.7,173,3.39,108,6.85
2009-01-30T05:54:00Z,3.57,167.3,3.571,108,6.8
2009-01-30T06:24:00Z,3.45,177.2,3.636,102,6.75
2009-01-30T06:54:00Z,3.33,167.3,3.704,101,6.75
2009-01-30T07:24:00Z,12.5,222.2,3.883,109,6.75
2009-01-30T07:54:00Z,13.33,230.6,4.082,108,6.75
2009-01-30T08:24:00Z,13.33,227.8,4.651,125,6.75
2009-01-30T08:54:00Z,14.29,233.4,4.762,130,6.8
2009-01-30T09:24:00Z,11.11,227.8,5.405,150,6.8
2009-01-30T09:54:00Z,11.76,225,5.195,133,6.95
