time,PeakPeriod,PeakDirection,UpcrossPeriod,SignificantWaveHeight,SeaTemperature
UTC,s,degrees_true,s,cm,degree_C
2009-01-01T00:29:00Z,2.13,92.8,2.41,33,8.1
2009-01-01T00:59:00Z,11.76,248.9,2.424,37,8.1
2009-01-01T01:29:00Z,2.78,101.3,2.454,41,8.15
2009-01-01T01:59:00Z,2.56,99.8,2.516,47,8.2
2009-01-01T02:29:00Z,3.13,104.1,2.614,52,8.25
2009-01-01T02:59:00Z,3.13,97,2.778,59,8.3
2009-01-01T03:29:00Z,2.94,97,2.721,59,8.3
2009-01-01T03:59:00Z,3.23,101.3,2.74,56,8.35
2009-01-01T04:29:00Z,3.23,104.1,2.649,47,8.35
2009-01-01T04:59:00Z,3.23,99.8,2.837,50,8.3
2009-01-01T05:29:00Z,3.33,105.5,2.963,54,8.3
2009-01-01T05:59:00Z,3.45,102.7,2.92,54,8.2
2009-01-01T06:29:00Z,3.23,108.3,2.878,51,8.2
2009-01-01T06:59:00Z,3.23,108.3,2.703,57,8.2
2009-01-01T07:29:00Z,3.45,111.1,2.778,58,8.2
2009-01-01T07:59:00Z,3.85,118.1,2.797,59,8.2
2009-01-01T08:29:00Z,3.57,108.3,2.899,66,8.2
2009-01-01T08:59:00Z,3.33,101.3,2.837,67,8.25
2009-01-01T09:29:00Z,3.33,111.1,2.837,70,8.35
2009-01-01T09:59:00Z,3.13,97,2.778,61,8.35
2009-01-01T10:29:00Z,2.94,99.8,2.759,57,8.4
2009-01-01T10:59:00Z,3.23,106.9,2.759,60,8.4
2009-01-01T11:29:00Z,3.03,108.3,2.759,64,8.5
2009-01-01T11:59:00Z,3.03,104.1,2.778,65,8.45
2009-01-01T12:29:00Z,2.94,106.9,2.703,64,8.4
2009-01-01T12:59:00Z,3.03,109.7,2.685,65,8.4
2009-01-01T13:29:00Z,2.94,99.8,2.778,63,8.4
2009-01-01T13:59:00Z,3.03,105.5,2.721,55,8.35
2009-01-01T14:29:00Z,2.78,105.5,2.667,50,8.3
2009-01-01T14:59:00Z,2.94,108.3,2.649,54,8.3
2009-01-01T15:29:00Z,2.94,102.7,2.649,53,8.25
2009-01-01T15:59:00Z,3.03,111.1,2.685,55,8.2
2009-01-01T16:29:00Z,3.13,109.7,2.685,50,8.2
2009-01-01T16:59:00Z,2.94,106.9,2.759,53,8.2
2009-01-01T17:29:00Z,3.03,108.3,2.759,53,8.15
2009-01-01T17:59:00Z,3.23,109.7,2.797,48,8.15
2009-01-01T18:29:00Z,3.03,106.9,2.797,46,8.05
2009-01-01T18:59:00Z,3.23,119.5,2.649,43,8.05
2009-01-01T19:29:00Z,2.78,111.1,2.632,48,8.05
2009-01-01T19:59:00Z,10.53,205.3,2.581,50,8.1
2009-01-01T20:29:00Z,2.78,106.9,2.581,50,8.1
2009-01-01T20:59:00Z,2.94,116.7,2.614,44,8.1
2009-01-01T21:29:00Z,2.94,123.8,2.667,48,8.2
2009-01-01T21:59:00Z,2.86,112.5,2.649,53,8.35
2009-01-01T22:29:00Z,2.5,97,2.564,59,8.4
2009-01-01T22:59:00Z,2.63,101.3,2.597,54,8.4
2009-01-01T23:29:00Z,2.56,104.1,2.597,53,8.45
2009-01-01T23:59:00Z,2.7,104.1,2.614,60,8.3
2009-01-02T00:29:00Z,2.86,98.4,2.564,56,8.35
2009-01-02T00:59:00Z,2.78,102.7,2.532,55,8.3
2009-01-02T01:29:00Z,2.78,101.3,2.516,53,8.15
2009-01-02T01:59:00Z,2.78,101.3,2.532,49,8.15
2009-01-02T02:29:00Z,2.7,101.3,2.532,45,8.05
2009-01-02T02:59:00Z,2.86,98.4,2.564,40,8
2009-01-02T03:29:00Z,2.56,98.4,2.548,44,8
2009-01-02T03:59:00Z,2.78,99.8,2.548,44,7.95
2009-01-02T04:29:00Z,2.86,101.3,2.597,47,7.95
2009-01-02T04:59:00Z,3.13,101.3,2.649,48,7.9
2009-01-02T05:29:00Z,2.94,97,2.721,48,7.9
2009-01-02T05:59:00Z,10.53,232,2.597,49,7.95
2009-01-02T06:29:00Z,2.94,105.5,2.685,50,8
2009-01-02T06:59:00Z,3.03,99.8,2.667,48,7.95
2009-01-02T07:29:00Z,2.94,99.8,2.649,46,8
2009-01-02T07:59:00Z,3.23,95.6,2.703,53,8.2
2009-01-02T08:29:00Z,3.03,95.6,2.667,53,8.25
2009-01-02T08:59:00Z,3.23,94.2,2.685,53,8.3
2009-01-02T09:29:00Z,2.86,97,2.667,58,8.35
2009-01-02T09:59:00Z,3.03,95.6,2.667,68,8.4
2009-01-02T10:29:00Z,2.94,98.4,2.685,68,8.4
2009-01-02T10:59:00Z,3.03,102.7,2.703,67,8.35
2009-01-02T11:29:00Z,2.86,104.1,2.721,70,8.3
2009-01-02T11:59:00Z,3.13,101.3,2.778,68,8.3
2009-01-02T12:29:00Z,3.23,104.1,2.759,66,8.25
2009-01-02T12:59:00Z,3.13,99.8,2.685,69,8.25
2009-01-02T13:29:00Z,3.03,113.9,2.685,69,8.2
2009-01-02T13:59:00Z,3.13,105.5,2.721,63,8.15
2009-01-02T14:29:00Z,3.03,104.1,2.759,64,8.15
2009-01-02T14:59:00Z,3.33,108.3,2.74,62,8.15
2009-01-02T15:29:00Z,2.94,104.1,2.721,61,8.15
2009-01-02T15:59:00Z,3.03,97,2.74,66,8.1
2009-01-02T16:29:00Z,2.94,104.1,2.667,58,8.1
2009-01-02T16:59:00Z,2.94,104.1,2.597,53,8.2
2009-01-02T17:29:00Z,3.23,98.4,2.721,58,8.25
2009-01-02T17:59:00Z,3.23,101.3,2.614,47,8.25
2009-01-02T18:29:00Z,2.86,106.9,2.548,36,8.3
2009-01-02T18:59:00Z,2.86,102.7,2.516,33,7.95
2009-01-02T19:29:00Z,10.53,226.4,2.439,27,7.75
2009-01-02T19:59:00Z,10.53,220.8,2.424,27,7.8
2009-01-02T20:29:00Z,10.53,237.7,2.484,28,7.75
2009-01-02T20:59:00Z,10.53,222.2,2.548,29,7.8
2009-01-02T21:29:00Z,2.33,90,2.395,29,7.85
2009-01-02T21:59:00Z,2.38,98.4,2.41,32,7.95
2009-01-02T22:29:00Z,10.53,213.8,2.469,32,7.8
2009-01-02T22:59:00Z,10,226.4,2.516,32,7.9
2009-01-02T23:29:00Z,18.18,203.9,2.484,38,7.9
2009-01-02T23:59:00Z,2.78,104.1,2.5,46,8
2009-01-03T00:29:00Z,2.78,101.3,2.516,52,8.05
2009-01-03T00:59:00Z,2.7,99.8,2.548,49,8.05
2009-01-03T01:29:00Z,18.18,210.9,2.564,55,8
2009-01-03T01:59:00Z,18.18,222.2,2.581,54,7.85
2009-01-03T02:29:00Z,18.18,239.1,2.632,51,7.9
2009-01-03T02:59:00Z,16.67,243.3,2.614,46,7.9
2009-01-03T03:29:00Z,16.67,236.3,2.703,50,7.7
2009-01-03T03:59:00Z,16.67,232,2.667,49,7.7
2009-01-03T04:29:00Z,16.67,226.4,2.703,44,7.75
2009-01-03T04:59:00Z,16.67,233.4,2.778,42,7.8
2009-01-03T05:29:00Z,16.67,234.8,2.721,37,7.7
2009-01-03T05:59:00Z,16.67,216.6,2.985,38,7.7
2009-01-03T06:29:00Z,16.67,233.4,2.778,38,7.75
2009-01-03T06:59:00Z,15.38,230.6,2.703,37,7.8
2009-01-03T07:29:00Z,15.38,227.8,2.721,45,7.85
2009-01-03T07:59:00Z,16.67,233.4,2.703,43,7.9
2009-01-03T08:29:00Z,16.67,229.2,3.053,43,8.15
2009-01-03T08:59:00Z,16.67,234.8,3.053,41,8.15
2009-01-03T09:29:00Z,15.38,229.2,2.837,43,8.25
2009-01-03T09:59:00Z,15.38,225,2.837,53,8.15
2009-01-03T10:29:00Z,16.67,234.8,2.92,60,8.1
2009-01-03T10:59:00Z,16.67,240.5,2.92,52,8
2009-01-03T11:29:00Z,15.38,237.7,2.817,54,7.95
2009-01-03T11:59:00Z,16.67,216.6,2.857,56,7.85
2009-01-03T12:29:00Z,16.67,223.6,2.985,64,7.85
2009-01-03T12:59:00Z,16.67,233.4,2.837,60,7.9
2009-01-03T13:29:00Z,16.67,247.5,2.797,59,7.9
2009-01-03T13:59:00Z,15.38,237.7,2.778,58,7.9
2009-01-03T14:29:00Z,15.38,239.1,2.759,54,7.9
2009-01-03T14:59:00Z,16.67,216.6,2.685,57,7.95
2009-01-03T15:29:00Z,16.67,232,2.721,55,7.95
2009-01-03T15:59:00Z,16.67,234.8,2.817,54,7.95
2009-01-03T16:29:00Z,15.38,230.6,2.837,50,7.85
2009-01-03T16:59:00Z,15.38,220.8,2.963,48,7.9
2009-01-03T17:29:00Z,13.33,230.6,2.92,46,7.85
2009-01-03T17:59:00Z,15.38,237.7,2.878,44,7.55
2009-01-03T18:29:00Z,16.67,227.8,3.008,38,7.4
2009-01-03T18:59:00Z,14.29,227.8,3.2,36,7.7
2009-01-03T19:29:00Z,15.38,225,3.306,35,8.1
2009-01-03T19:59:00Z,14.29,226.4,3.478,36,7.6
2009-01-03T20:29:00Z,15.38,225,4.396,33,7.25
2009-01-03T20:59:00Z,15.38,229.2,4.444,34,7.15
2009-01-03T21:29:00Z,15.38,236.3,4.396,33,7.15
2009-01-03T21:59:00Z,15.38,236.3,4.878,34,7.05
2009-01-03T22:29:00Z,15.38,232,5.479,33,6.9
2009-01-03T22:59:00Z,15.38,237.7,5.128,30,6.9
2009-01-03T23:29:00Z,12.5,236.3,5.263,31,7
2009-01-03T23:59:00Z,12.5,232,5.882,33,6.95
2009-01-04T00:29:00Z,15.38,236.3,5.634,32,6.95
2009-01-04T00:59:00Z,12.5,223.6,4.878,31,7.05
2009-01-04T01:29:00Z,15.38,233.4,5.128,32,7.1
2009-01-04T01:59:00Z,14.29,225,4.819,32,7.1
2009-01-04T02:29:00Z,15.38,232,4.301,32,7.2
2009-01-04T02:59:00Z,13.33,233.4,4,31,7.2
2009-01-04T03:29:00Z,14.29,226.4,3.636,31,7.25
2009-01-04T03:59:00Z,14.29,218,2.985,35,7.55
2009-01-04T04:29:00Z,14.29,227.8,2.797,38,7.5
2009-01-04T04:59:00Z,10,218,2.92,39,7.55
2009-01-04T05:29:00Z,14.29,234.8,2.92,41,7.7
2009-01-04T05:59:00Z,13.33,223.6,3.008,42,7.5
2009-01-04T06:29:00Z,14.29,230.6,3.03,44,7.2
2009-01-04T06:59:00Z,14.29,230.6,3.175,45,7.15
2009-01-04T07:29:00Z,13.33,227.8,3.306,46,6.95
2009-01-04T07:59:00Z,13.33,227.8,3.252,49,7.05
2009-01-04T08:29:00Z,13.33,229.2,3.175,53,7.15
2009-01-04T08:59:00Z,9.09,229.2,3.306,54,7.25
2009-01-04T09:29:00Z,11.11,233.4,3.419,53,7.2
2009-01-04T09:59:00Z,12.5,230.6,3.96,55,7.1
2009-01-04T10:29:00Z,5.26,250.3,3.704,55,7.05
2009-01-04T10:59:00Z,10,232,3.509,56,7.1
2009-01-04T11:29:00Z,5,244.7,3.636,63,7.2
2009-01-04T11:59:00Z,5,251.7,3.54,60,7.3
2009-01-04T12:29:00Z,13.33,229.2,3.448,58,7.35
2009-01-04T12:59:00Z,13.33,226.4,3.252,57,7.4
2009-01-04T13:29:00Z,10.53,226.4,3.419,58,7.55
2009-01-04T13:59:00Z,11.76,234.8,3.361,56,7.5
2009-01-04T14:29:00Z,11.76,234.8,3.419,56,7.55
2009-01-04T14:59:00Z,5,243.3,3.448,54,7.55
2009-01-04T15:29:00Z,13.33,234.8,3.478,50,7.55
2009-01-04T15:59:00Z,5.56,241.9,3.54,51,7.55
2009-01-04T16:29:00Z,5.26,241.9,3.704,51,7.6
2009-01-04T16:59:00Z,10,227.8,3.67,47,7.6
2009-01-04T17:29:00Z,10,234.8,3.846,47,7.45
2009-01-04T17:59:00Z,12.5,230.6,3.922,45,7.4
2009-01-04T18:29:00Z,5.26,239.1,3.922,42,7.45
2009-01-04T18:59:00Z,10,226.4,3.846,45,7.5
2009-01-04T19:29:00Z,10,223.6,3.478,43,7.55
2009-01-04T19:59:00Z,9.09,232,3.54,42,7.6
2009-01-04T20:29:00Z,10,227.8,3.448,46,7.6
2009-01-04T20:59:00Z,10,233.4,3.361,45,7.5
2009-01-04T21:29:00Z,10,226.4,3.419,47,7.5
2009-01-04T21:59:00Z,9.09,229.2,3.478,47,7.55
2009-01-04T22:29:00Z,11.11,226.4,3.571,42,7.55
2009-01-04T22:59:00Z,11.11,232,3.846,44,7.55
2009-01-04T23:29:00Z,10.53,230.6,3.252,43,7.5
2009-01-04T23:59:00Z,10,227.8,3.478,46,7.5
2009-01-05T00:29:00Z,6.25,250.3,3.774,40,7.4
2009-01-05T00:59:00Z,11.76,227.8,3.226,39,7.4
2009-01-05T01:29:00Z,11.11,232,3.279,41,7.4
2009-01-05T01:59:00Z,7.14,244.7,3.448,41,7.4
2009-01-05T02:29:00Z,7.14,239.1,3.846,40,6.8
2009-01-05T02:59:00Z,6.67,239.1,4.167,39,6.6
2009-01-05T03:29:00Z,6.67,236.3,4.255,39,6.25
2009-01-05T03:59:00Z,7.14,234.8,4.301,37,6.45
2009-01-05T04:29:00Z,6.67,234.8,4.211,39,6.55
2009-01-05T04:59:00Z,7.14,234.8,4.301,41,6.45
2009-01-05T05:29:00Z,6.67,237.7,4.348,39,6.4
2009-01-05T05:59:00Z,5.88,236.3,3.846,42,6.2
2009-01-05T06:29:00Z,6.25,226.4,3.738,38,6.1
2009-01-05T06:59:00Z,6.67,227.8,3.846,38,6.25
2009-01-05T07:29:00Z,6.67,232,3.81,36,6.45
2009-01-05T07:59:00Z,6.67,232,3.883,37,6.65
2009-01-05T08:29:00Z,6.25,229.2,3.419,37,6.8
2009-01-05T08:59:00Z,10.53,225,3.67,36,6.85
2009-01-05T09:29:00Z,9.09,223.6,3.39,36,6.9
2009-01-05T09:59:00Z,10,220.8,3.175,39,6.9
2009-01-05T10:29:00Z,10,236.3,3.125,37,6.95
2009-01-05T10:59:00Z,10,237.7,2.985,38,7.05
2009-01-05T11:29:00Z,11.11,237.7,2.797,39,7.1
2009-01-05T11:59:00Z,10.53,229.2,2.667,44,7.15
2009-01-05T12:29:00Z,15.38,236.3,2.797,46,7.2
2009-01-05T12:59:00Z,9.09,218,2.817,47,7.3
2009-01-05T13:29:00Z,9.09,230.6,3.053,45,7.25
2009-01-05T13:59:00Z,16.67,215.2,3.774,39,6.85
2009-01-05T14:29:00Z,10,232,3.922,38,6.9
2009-01-05T14:59:00Z,10,226.4,4,37,6.9
2009-01-05T15:29:00Z,16.67,234.8,4.255,38,6.8
2009-01-05T15:59:00Z,13.33,232,3.636,38,6.6
2009-01-05T16:29:00Z,9.09,230.6,3.604,41,6.65
2009-01-05T16:59:00Z,7.69,229.2,3.419,43,6.65
2009-01-05T17:29:00Z,13.33,223.6,3.39,44,6.65
2009-01-05T17:59:00Z,9.09,237.7,3.448,43,6.65
2009-01-05T18:29:00Z,9.09,233.4,3.361,43,6.7
2009-01-05T18:59:00Z,13.33,234.8,3.419,42,6.65
2009-01-05T19:29:00Z,11.76,232,3.361,43,6.55
2009-01-05T19:59:00Z,12.5,226.4,3.252,41,6.5
2009-01-05T20:29:00Z,10,223.6,3.54,40,6.6
2009-01-05T20:59:00Z,9.09,230.6,3.738,37,6.65
2009-01-05T21:29:00Z,15.38,225,4.124,37,6.65
2009-01-05T21:59:00Z,14.29,232,4.082,35,6.65
2009-01-05T22:29:00Z,14.29,222.2,3.96,36,6.7
2009-01-05T22:59:00Z,15.38,241.9,3.738,33,6.75
2009-01-05T23:29:00Z,15.38,236.3,3.883,37,6.8
2009-01-05T23:59:00Z,13.33,233.4,4.124,37,6.8
2009-01-06T00:29:00Z,10,237.7,4.211,39,6.8
2009-01-06T00:59:00Z,10,234.8,5,40,6.75
2009-01-06T01:29:00Z,15.38,233.4,4.762,40,6.75
2009-01-06T01:59:00Z,13.33,237.7,4.124,39,6.75
2009-01-06T02:29:00Z,11.76,236.3,3.604,40,6.75
2009-01-06T02:59:00Z,10,234.8,3.54,42,6.85
2009-01-06T03:29:00Z,13.33,241.9,3.053,43,7
2009-01-06T03:59:00Z,15.38,232,3.15,46,6.95
2009-01-06T04:29:00Z,15.38,233.4,3.175,42,7
2009-01-06T04:59:00Z,15.38,227.8,3.125,42,7.05
2009-01-06T05:29:00Z,15.38,223.6,3.125,42,7.1
2009-01-06T05:59:00Z,13.33,230.6,3.008,41,7.1
2009-01-06T06:29:00Z,11.76,239.1,3.008,39,7.05
2009-01-06T06:59:00Z,15.38,209.5,2.759,44,6.8
2009-01-06T07:29:00Z,11.76,239.1,2.899,46,6.65
2009-01-06T07:59:00Z,14.29,248.9,2.92,49,6.75
2009-01-06T08:29:00Z,15.38,243.3,3.077,48,6.2
2009-01-06T08:59:00Z,11.11,243.3,3.077,47,5.9
2009-01-06T09:29:00Z,11.76,239.1,3.306,47,5.7
2009-01-06T09:59:00Z,12.5,236.3,3.2,41,5.65
2009-01-06T10:29:00Z,15.38,222.2,3.333,44,5.75
2009-01-06T10:59:00Z,11.11,230.6,3.125,45,5.85
2009-01-06T11:29:00Z,13.33,246.1,3.2,45,6.1
2009-01-06T11:59:00Z,14.29,254.5,2.985,44,6.45
2009-01-06T12:29:00Z,11.76,241.9,3.2,45,6.7
2009-01-06T12:59:00Z,11.11,237.7,3.333,41,6.75
2009-01-06T13:29:00Z,11.11,243.3,3.226,40,6.9
2009-01-06T13:59:00Z,11.11,240.5,3.252,40,6.85
2009-01-06T14:29:00Z,13.33,236.3,3.226,39,7.05
2009-01-06T14:59:00Z,13.33,233.4,3.333,40,7.1
2009-01-06T15:29:00Z,13.33,237.7,3.333,36,7.1
2009-01-06T15:59:00Z,11.11,241.9,3.636,38,7.05
2009-01-06T16:29:00Z,10.53,246.1,3.846,37,5.7
2009-01-06T16:59:00Z,12.5,237.7,3.922,34,5.55
2009-01-06T17:29:00Z,11.76,237.7,3.883,34,5.4
2009-01-06T17:59:00Z,11.76,246.1,3.922,31,5.35
2009-01-06T18:29:00Z,10.53,233.4,3.67,34,5.2
2009-01-06T18:59:00Z,11.76,244.7,3.478,34,5.45
2009-01-06T19:29:00Z,12.5,230.6,3.883,33,5.8
2009-01-06T19:59:00Z,11.11,236.3,4.124,34,5.95
2009-01-06T20:29:00Z,10,247.5,4.211,34,6.2
2009-01-06T20:59:00Z,10,234.8,4.651,38,6.3
2009-01-06T21:29:00Z,11.76,239.1,4.706,36,6.3
2009-01-06T21:59:00Z,6.25,248.9,4.598,40,6.15
2009-01-06T22:29:00Z,10,240.5,4.348,36,6.05
2009-01-06T22:59:00Z,10.53,240.5,4.598,36,6.05
2009-01-06T23:29:00Z,11.11,239.1,4.651,35,6.1
2009-01-06T23:59:00Z,10.53,233.4,4.255,33,5.95
2009-01-07T00:29:00Z,6.67,247.5,4.396,35,5.95
2009-01-07T00:59:00Z,10.53,232,4.762,34,6.1
2009-01-07T01:29:00Z,10.53,227.8,4.444,34,6.15
2009-01-07T01:59:00Z,10,229.2,4.167,32,6.15
2009-01-07T02:29:00Z,12.5,233.4,4.124,31,6.2
2009-01-07T02:59:00Z,14.29,226.4,4.444,31,6.3
2009-01-07T03:29:00Z,11.11,233.4,4.545,30,6.45
2009-01-07T03:59:00Z,14.29,232,4.706,30,6.7
2009-01-07T04:29:00Z,13.33,236.3,4.762,29,6.65
2009-01-07T04:59:00Z,13.33,232,4.878,28,6.65
2009-01-07T05:29:00Z,10.53,240.5,4.938,30,6.65
2009-01-07T05:59:00Z,13.33,237.7,4.598,31,6.65
2009-01-07T06:29:00Z,13.33,233.4,4.762,30,5.35
2009-01-07T06:59:00Z,12.5,234.8,4.762,29,6
2009-01-07T07:29:00Z,12.5,240.5,4.938,29,5.9
2009-01-07T07:59:00Z,12.5,237.7,5,29,5.1
2009-01-07T08:29:00Z,12.5,239.1,4.706,31,4.6
2009-01-07T08:59:00Z,12.5,233.4,4.651,30,4.9
2009-01-07T09:29:00Z,12.5,244.7,4.819,31,4.65
2009-01-07T09:59:00Z,12.5,232,4.762,30,3.9
2009-01-07T10:29:00Z,12.5,237.7,5.063,31,4.35
2009-01-07T10:59:00Z,12.5,232,5.263,33,4.45
2009-01-07T11:29:00Z,10,236.3,5.195,34,4.85
2009-01-07T11:59:00Z,12.5,230.6,5,33,4.7
2009-01-07T12:29:00Z,12.5,230.6,5.263,31,4.65
2009-01-07T12:59:00Z,12.5,229.2,5.333,32,5.6
2009-01-07T13:29:00Z,11.11,233.4,5.405,31,5.65
2009-01-07T13:59:00Z,11.11,230.6,5.333,30,6.2
2009-01-07T14:29:00Z,10,232,5.128,32,6.15
2009-01-07T14:59:00Z,13.33,236.3,5.195,30,6.85
2009-01-07T15:29:00Z,11.76,240.5,5.128,30,6.2
2009-01-07T15:59:00Z,10,233.4,5.063,28,6
2009-01-07T16:29:00Z,11.76,234.8,5.128,28,6.25
2009-01-07T16:59:00Z,11.76,236.3,4.651,28,6.3
2009-01-07T17:29:00Z,13.33,239.1,3.738,32,6.3
2009-01-07T17:59:00Z,3.85,230.6,3.478,40,6.25
2009-01-07T18:29:00Z,3.85,229.2,3.448,42,6.1
2009-01-07T18:59:00Z,3.23,233.4,3.361,43,5.7
2009-01-07T19:29:00Z,3.45,236.3,3.125,47,5.65
2009-01-07T19:59:00Z,3.13,240.5,2.985,49,5.15
2009-01-07T20:29:00Z,3.33,248.9,2.878,52,6
2009-01-07T20:59:00Z,3.45,253.1,2.837,49,6.7
2009-01-07T21:29:00Z,3.03,243.3,2.857,47,7
2009-01-07T21:59:00Z,2.63,230.6,2.778,46,6.95
2009-01-07T22:29:00Z,2.78,239.1,2.778,47,7.05
2009-01-07T22:59:00Z,2.7,236.3,2.703,52,6.85
2009-01-07T23:29:00Z,2.94,243.3,2.778,51,6.85
2009-01-07T23:59:00Z,3.03,240.5,2.857,53,6.95
2009-01-08T00:29:00Z,2.86,234.8,2.878,52,7
2009-01-08T00:59:00Z,2.94,237.7,2.92,54,7.15
2009-01-08T01:29:00Z,3.23,232,2.878,52,7.3
2009-01-08T01:59:00Z,2.94,229.2,2.899,54,7.45
2009-01-08T02:29:00Z,2.94,227.8,2.92,53,7.55
2009-01-08T02:59:00Z,3.23,234.8,2.941,55,7.55
2009-01-08T03:29:00Z,3.23,230.6,2.899,56,7.65
2009-01-08T03:59:00Z,3.03,222.2,2.878,59,7.75
2009-01-08T04:29:00Z,3.23,229.2,2.899,60,7.8
2009-01-08T04:59:00Z,3.45,230.6,2.963,63,7.75
2009-01-08T05:29:00Z,3.33,229.2,2.963,61,7.7
2009-01-08T05:59:00Z,3.13,222.2,2.92,63,7.7
2009-01-08T06:29:00Z,3.23,226.4,2.92,60,7.65
2009-01-08T06:59:00Z,3.23,223.6,2.941,62,7.65
2009-01-08T07:29:00Z,3.7,232,3.008,67,7.65
2009-01-08T07:59:00Z,3.45,232,3.008,71,7.7
2009-01-08T08:29:00Z,3.23,222.2,2.899,63,7.65
2009-01-08T08:59:00Z,3.33,226.4,3.008,67,7.65
2009-01-08T09:29:00Z,3.57,223.6,3.008,74,7.15
2009-01-08T09:59:00Z,3.45,212.3,3.053,77,6.8
2009-01-08T10:29:00Z,3.33,201.1,3.053,78,6.65
2009-01-08T10:59:00Z,3.23,202.5,3.03,73,6.65
2009-01-08T11:29:00Z,3.33,203.9,3.15,80,6.7
2009-01-08T11:59:00Z,3.13,194.1,3.053,74,6.7
2009-01-08T12:29:00Z,3.13,195.5,3.03,72,6.75
2009-01-08T12:59:00Z,2.94,187,3.077,72,6.7
2009-01-08T13:29:00Z,3.33,215.2,3.008,75,6.7
2009-01-08T13:59:00Z,3.33,202.5,3.008,76,6.8
2009-01-08T14:29:00Z,3.03,201.1,3.077,70,6.8
2009-01-08T14:59:00Z,3.13,199.7,3.125,68,6.6
2009-01-08T15:29:00Z,2.94,180,3.2,75,6.6
2009-01-08T15:59:00Z,2.86,182.8,3.175,74,6.65
2009-01-08T16:29:00Z,3.03,180,3.279,80,6.65
2009-01-08T16:59:00Z,5,243.3,3.54,84,6.65
2009-01-08T17:29:00Z,6.67,236.3,3.636,87,6.8
2009-01-08T17:59:00Z,5.88,246.1,3.67,96,6.8
2009-01-08T18:29:00Z,2.86,187,3.54,91,6.65
2009-01-08T18:59:00Z,4,229.2,3.448,89,6.7
2009-01-08T19:29:00Z,7.14,239.1,3.448,85,6.75
2009-01-08T19:59:00Z,3.7,227.8,3.448,89,6.8
2009-01-08T20:29:00Z,6.67,234.8,3.509,84,6.8
2009-01-08T20:59:00Z,7.14,236.3,3.39,83,6.8
2009-01-08T21:29:00Z,10,239.1,3.419,82,6.7
2009-01-08T21:59:00Z,9.09,234.8,3.478,81,6.65
2009-01-08T22:29:00Z,9.09,234.8,3.333,82,6.65
2009-01-08T22:59:00Z,11.11,230.6,3.39,80,6.65
2009-01-08T23:29:00Z,7.69,240.5,3.419,81,6.65
2009-01-08T23:59:00Z,3.03,187,3.448,88,6.65
2009-01-09T00:29:00Z,10,229.2,3.448,90,6.65
2009-01-09T00:59:00Z,3.13,199.7,3.306,89,6.65
2009-01-09T01:29:00Z,10,227.8,3.361,89,6.65
2009-01-09T01:59:00Z,3.03,189.8,3.279,82,6.7
2009-01-09T02:29:00Z,10.53,219.4,3.448,87,6.7
2009-01-09T02:59:00Z,10,229.2,3.571,89,6.7
2009-01-09T03:29:00Z,10.53,230.6,3.604,87,6.65
2009-01-09T03:59:00Z,11.11,229.2,3.636,86,6.7
2009-01-09T04:29:00Z,10,222.2,3.738,92,6.7
2009-01-09T04:59:00Z,11.11,226.4,3.604,91,6.6
2009-01-09T05:29:00Z,10.53,229.2,3.738,97,6.6
2009-01-09T05:59:00Z,10,226.4,3.604,97,6.6
2009-01-09T06:29:00Z,3.13,178.6,3.54,102,6.8
2009-01-09T06:59:00Z,9.09,230.6,3.604,104,7.05
2009-01-09T07:29:00Z,10,232,3.571,106,7.15
2009-01-09T07:59:00Z,3.45,195.5,3.636,113,7.25
2009-01-09T08:29:00Z,3.85,209.5,3.604,117,7.25
2009-01-09T08:59:00Z,4.17,215.2,3.571,111,7.25
2009-01-09T09:29:00Z,3.85,208.1,3.571,105,7.3
2009-01-09T09:59:00Z,3.45,199.7,3.509,101,7.25
2009-01-09T10:29:00Z,3.85,210.9,3.509,101,7.25
2009-01-09T10:59:00Z,3.57,202.5,3.448,104,7.25
2009-01-09T11:29:00Z,3.23,178.6,3.39,102,6.85
2009-01-09T11:59:00Z,3.45,187,3.509,100,6.85
2009-01-09T12:29:00Z,3.45,194.1,3.54,99,6.9
2009-01-09T12:59:00Z,10.53,220.8,3.54,98,6.95
2009-01-09T13:29:00Z,12.5,220.8,3.54,99,6.95
2009-01-09T13:59:00Z,10.53,229.2,3.604,101,6.95
2009-01-09T14:29:00Z,9.09,227.8,3.636,104,7.05
2009-01-09T14:59:00Z,11.11,227.8,3.704,96,7.1
2009-01-09T15:29:00Z,10,222.2,4.124,97,7.1
2009-01-09T15:59:00Z,11.11,223.6,4.082,96,7
2009-01-09T16:29:00Z,10,226.4,4.082,98,6.9
2009-01-09T16:59:00Z,10.53,230.6,3.81,102,7.05
2009-01-09T17:29:00Z,10,236.3,3.81,100,7.05
2009-01-09T17:59:00Z,10.53,233.4,3.883,109,7.1
2009-01-09T18:29:00Z,6.67,237.7,3.883,109,7.2
2009-01-09T18:59:00Z,10.53,236.3,4.04,116,7.35
2009-01-09T19:29:00Z,10.53,233.4,3.774,116,7.55
2009-01-09T19:59:00Z,10,227.8,3.704,106,7.65
2009-01-09T20:29:00Z,11.76,240.5,3.738,107,7.6
2009-01-09T20:59:00Z,10.53,227.8,3.738,107,7.6
2009-01-09T21:29:00Z,3.57,213.8,3.571,107,7.65
2009-01-09T21:59:00Z,5,227.8,3.636,104,7.65
2009-01-09T22:29:00Z,10.53,218,3.604,99,7.65
