date,tmp,min_tmp,avg_tmp,max_tmp,min_record,max_record
2/7/2021,33.5,27.4,34.1,40.7,5,52
2/8/2021,25,27.5,34.2,40.9,-2,62
2/9/2021,29,27.7,34.4,41.1,7,62
2/10/2021,31.5,27.8,34.5,41.2,4,60
2/11/2021,29.5,27.9,34.7,41.4,2,63
2/12/2021,25.5,28,34.8,41.6,4,63
2/13/2021,28.5,28.2,35,41.8,8,65
2/14/2021,33.5,28.3,35.1,42,1,60
2/15/2021,33.5,28.5,35.3,42.2,-7,74
2/16/2021,43.5,28.6,35.5,42.3,2,69
2/17/2021,29.5,28.8,35.6,42.5,2,66
2/18/2021,27.5,28.9,35.8,42.8,0,67
2/19/2021,31,29.1,36,43,9,66
2/20/2021,32,29.2,36.2,43.2,3,70
2/21/2021,31.5,29.4,36.4,43.4,6,79
2/22/2021,36.5,29.5,36.6,43.6,9,70
2/23/2021,42,29.7,36.8,43.8,8,66
2/24/2021,47,29.9,37,44.1,6,73
2/25/2021,46.5,30.1,37.2,44.3,12,68
2/26/2021,41,30.2,37.4,44.5,9,62
2/27/2021,44.5,30.4,37.6,44.8,9,73
2/28/2021,43,30.6,37.7,45,10,66
3/1/2021,41,30.8,38,45.3,8,71
3/2/2021,28.5,31,38.3,45.5,13,67
3/3/2021,43,31.2,38.5,45.8,10,65
3/4/2021,36.5,31.4,38.7,46,7,69
3/5/2021,31,31.6,39,46.3,9,72
3/6/2021,32.5,31.9,39.2,46.6,14,64
3/7/2021,35.5,32.1,39.5,46.9,14,69
3/8/2021,36,32.3,39.7,47.2,14,74
3/9/2021,52,32.6,40,47.4,14,75
3/10/2021,46.5,32.8,40.3,47.7,12,78
3/11/2021,56,33,40.5,48,15,70
3/12/2021,60.5,33.3,40.8,48.3,15,69
3/13/2021,43,33.6,41.1,48.7,19,83
3/14/2021,42,33.8,41.4,49,18,75
3/15/2021,32,34.1,41.7,49.3,14,74
3/16/2021,32.5,34.4,42,49.6,19,77
3/17/2021,40.5,34.7,42.3,49.9,15,74
3/18/2021,44.5,35,42.6,50.3,13,75
3/19/2021,37.5,35.3,42.9,50.6,10,72
3/20/2021,47,35.6,43.3,51,19,82
3/21/2021,50,35.9,43.6,51.3,18,70
3/22/2021,48,36.2,43.9,51.7,19,76
3/23/2021,50,36.5,44.3,52,20,74
3/24/2021,46.5,36.8,44.6,52.4,22,74
3/25/2021,56.5,37.1,44.9,52.7,19,77
3/26/2021,67,37.5,45.3,53.1,20,72
3/27/2021,59.5,37.8,45.6,53.5,23,83
3/28/2021,52,38.1,46,53.9,23,83
3/29/2021,50.5,38.5,46.3,54.2,25,86
3/30/2021,50,38.8,46.7,54.6,23,79
3/31/2021,57.5,39.1,47,55.1,24,82
4/1/2021,48,39.5,47.4,55.4,27,80
4/2/2021,34,39.8,47.8,55.8,32,79
4/3/2021,44,40.2,48.2,56.2,25,77
4/4/2021,54.5,40.5,48.5,56.5,24,76
4/5/2021,58,40.9,48.9,56.9,25,74
4/6/2021,59,41.2,49.3,57.3,22,80
4/7/2021,61,41.6,49.6,57.7,22,91
4/8/2021,59,41.9,50,58.1,25,89
4/9/2021,53,42.3,50.4,58.5,26,84
4/10/2021,58.5,42.6,50.7,58.9,29,82
4/11/2021,51.5,43,51.1,59.3,32,82
4/12/2021,48.5,43.3,51.5,59.7,29,86
4/13/2021,55,43.6,51.8,60,31,85
4/14/2021,60.5,44,52.2,60.4,27,84
4/15/2021,52,44.3,52.6,60.8,28,86
4/16/2021,47.5,44.7,52.9,61.2,31,89
4/17/2021,49.5,45,53.3,61.5,32,94
4/18/2021,56.5,45.3,53.6,61.9,35,91
4/19/2021,58.5,45.6,54,62.3,35,85
4/20/2021,64,46,54.3,62.7,35,85
4/21/2021,52.5,46.3,54.6,63,33,86
4/22/2021,43.5,46.6,55,63.4,33,85
4/23/2021,53,46.9,55.3,63.7,36,85
4/24/2021,62,47.2,55.7,64.1,36,87
4/25/2021,57,47.5,56,64.4,36,88
4/26/2021,51.5,47.8,56.3,64.8,37,91
4/27/2021,55.5,48.1,56.6,65.1,38,89
4/28/2021,67,48.4,57,65.5,36,89
4/29/2021,66,48.7,57.3,65.8,39,88
4/30/2021,59.5,49,57.6,66.2,42,89
5/1/2021,54.5,49.3,57.9,66.5,38,85
5/2/2021,70.5,49.6,58.2,66.8,40,90
5/3/2021,57,49.9,58.5,67.1,40,93
5/4/2021,60,50.2,58.8,67.4,41,92
5/5/2021,56,50.5,59.1,67.8,42,90
5/6/2021,59,50.8,59.4,68.1,41,93
5/7/2021,56.5,51.1,59.7,68.4,40,93
5/8/2021,52.5,51.4,60.1,68.7,37,89
5/9/2021,56,51.7,60.4,69,37,92
5/10/2021,54,52,60.7,69.3,38,91
5/11/2021,60,52.3,61,69.6,42,96
5/12/2021,58,52.6,61.3,70,44,88
5/13/2021,62.5,52.9,61.6,70.3,45,89
5/14/2021,66,53.2,61.9,70.6,45,84
5/15/2021,67,53.5,62.2,70.9,43,92
