date,steps
07/10/2020 19:12,108
07/10/2020 19:13,114
07/10/2020 19:14,78
07/10/2020 19:15,56
07/10/2020 19:16,107
07/10/2020 19:17,62
07/10/2020 19:18,108
07/10/2020 19:19,82
07/10/2020 19:20,53
07/10/2020 19:21,38
07/10/2020 19:22,26
07/10/2020 19:23,41
07/10/2020 19:24,14
07/10/2020 20:01,17
07/10/2020 20:44,11
07/10/2020 20:54,29
07/10/2020 20:55,3
07/10/2020 22:52,11
07/10/2020 22:54,10
07/10/2020 22:57,15
07/11/2020 08:25,17
07/11/2020 08:26,11
07/11/2020 08:27,24
07/11/2020 08:31,57
07/11/2020 08:32,24
07/11/2020 08:34,30
07/11/2020 08:35,26
07/11/2020 08:36,67
07/11/2020 08:37,47
07/11/2020 08:39,62
07/11/2020 08:40,86
07/11/2020 08:41,29
07/11/2020 08:42,74
07/11/2020 08:43,103
07/11/2020 08:44,105
07/11/2020 08:45,76
07/11/2020 08:46,103
07/11/2020 08:47,51
07/11/2020 08:48,95
07/11/2020 08:49,86
07/11/2020 08:50,51
07/11/2020 08:51,59
07/11/2020 08:52,99
07/11/2020 08:55,43
07/11/2020 08:56,38
07/11/2020 08:58,37
07/11/2020 08:59,11
07/11/2020 09:17,11
07/11/2020 09:46,15
07/11/2020 09:49,26
07/11/2020 09:50,53
07/11/2020 09:53,35
07/11/2020 09:55,95
07/11/2020 09:57,127
07/11/2020 10:00,122
07/11/2020 10:02,119
07/11/2020 10:03,60
07/11/2020 10:04,58
07/11/2020 10:05,15
07/11/2020 10:06,35
07/11/2020 10:08,46
07/11/2020 10:12,21
07/11/2020 10:58,89
07/11/2020 10:59,98
07/11/2020 11:00,84
07/11/2020 11:01,112
07/11/2020 11:02,101
07/11/2020 11:03,76
07/11/2020 11:06,62
07/11/2020 11:07,123
07/11/2020 11:08,102
07/11/2020 11:09,117
07/11/2020 11:10,117
07/11/2020 11:11,123
07/11/2020 11:12,123
07/11/2020 11:13,122
07/11/2020 11:14,91
07/11/2020 11:15,39
07/11/2020 11:18,18
07/11/2020 11:20,49
07/11/2020 11:21,3
07/11/2020 11:23,49
07/11/2020 11:24,33
07/11/2020 11:25,29
07/11/2020 11:26,108
07/11/2020 11:27,40
07/11/2020 11:33,57
07/11/2020 11:34,86
07/11/2020 11:35,40
07/11/2020 11:36,18
07/11/2020 11:38,16
07/11/2020 11:50,23
07/11/2020 12:00,25
07/11/2020 12:35,42
07/11/2020 12:36,46
07/11/2020 12:37,41
07/11/2020 12:38,45
07/11/2020 12:39,21
07/11/2020 12:40,114
07/11/2020 12:41,123
07/11/2020 12:42,121
07/11/2020 12:43,72
07/11/2020 12:44,51
07/11/2020 12:50,18
07/11/2020 12:51,76
07/11/2020 12:52,29
07/11/2020 12:54,21
07/11/2020 12:55,20
07/11/2020 12:56,31
07/11/2020 12:57,30
07/11/2020 12:58,19
07/11/2020 12:59,31
07/11/2020 13:00,21
07/11/2020 13:02,14
07/11/2020 13:03,65
07/11/2020 13:04,61
07/11/2020 13:06,10
07/11/2020 13:07,34
07/11/2020 13:08,18
07/11/2020 13:12,27
07/11/2020 13:13,13
07/11/2020 13:14,102
07/11/2020 13:15,121
07/11/2020 13:16,121
07/11/2020 13:17,122
07/11/2020 13:18,119
07/11/2020 13:19,117
07/11/2020 13:20,119
07/11/2020 13:21,111
07/11/2020 13:22,111
07/11/2020 13:23,115
07/11/2020 13:24,120
07/11/2020 13:25,116
07/11/2020 13:26,77
07/11/2020 13:27,22
07/11/2020 13:28,32
07/11/2020 13:29,64
07/11/2020 13:30,22
07/11/2020 13:31,58
07/11/2020 13:32,38
07/11/2020 13:33,23
07/11/2020 13:34,48
07/11/2020 13:37,33
07/11/2020 13:51,34
07/11/2020 13:52,51
07/11/2020 13:53,50
07/11/2020 13:54,29
07/11/2020 13:55,32
07/11/2020 13:57,47
07/11/2020 13:59,35
07/11/2020 14:12,14
07/11/2020 14:17,10
07/11/2020 14:22,84
07/11/2020 14:41,11
07/11/2020 14:42,82
07/11/2020 14:55,13
07/11/2020 14:59,13
07/11/2020 15:00,17
07/11/2020 15:01,15
07/11/2020 15:02,11
07/11/2020 15:06,76
07/11/2020 15:07,35
07/11/2020 15:08,27
07/11/2020 15:31,32
07/11/2020 15:35,93
07/11/2020 15:36,33
07/11/2020 15:37,45
07/11/2020 15:51,20
07/11/2020 15:52,15
07/11/2020 16:00,44
07/11/2020 16:01,12
07/11/2020 16:04,33
07/11/2020 16:05,2
07/11/2020 16:06,17
07/11/2020 16:07,16
07/11/2020 16:18,48
07/11/2020 16:19,21
07/11/2020 16:20,25
07/11/2020 16:22,10
07/11/2020 16:24,14
07/11/2020 16:25,26
07/11/2020 16:26,93
07/11/2020 16:27,69
07/11/2020 16:28,52
07/11/2020 16:29,31
07/11/2020 16:31,20
07/11/2020 16:32,12
07/11/2020 16:33,29
07/11/2020 16:34,26
07/11/2020 16:35,89
07/11/2020 16:36,114
07/11/2020 16:37,94
07/11/2020 16:38,118
07/11/2020 16:39,114
07/11/2020 16:40,112
07/11/2020 16:41,115
07/11/2020 16:42,114
07/11/2020 16:43,117
07/11/2020 16:44,115
07/11/2020 16:45,114
07/11/2020 16:46,106
07/11/2020 16:47,115
07/11/2020 16:48,43
07/11/2020 16:59,63
07/11/2020 17:00,69
07/11/2020 17:01,40
07/11/2020 17:02,91
07/11/2020 17:03,105
07/11/2020 17:04,117
07/11/2020 17:07,59
07/11/2020 17:08,21
07/11/2020 17:09,25
07/11/2020 17:10,99
07/11/2020 17:11,119
07/11/2020 17:13,127
07/11/2020 17:14,46
07/11/2020 17:15,28
07/11/2020 17:23,37
07/11/2020 17:24,16
07/11/2020 17:25,72
07/11/2020 17:26,14
07/11/2020 17:33,14
07/11/2020 17:58,14
07/11/2020 18:07,35
07/11/2020 18:08,52
07/11/2020 18:09,50
07/11/2020 18:10,19
07/11/2020 18:14,27
07/11/2020 18:15,65
07/11/2020 18:16,102
07/11/2020 18:17,108
07/11/2020 18:18,63
07/11/2020 18:19,51
07/11/2020 18:20,79
07/11/2020 18:21,69
07/11/2020 18:22,54
07/11/2020 18:23,98
07/11/2020 18:24,103
07/11/2020 18:25,102
07/11/2020 18:26,45
07/11/2020 18:27,123
07/11/2020 18:28,104
07/11/2020 18:29,108
07/11/2020 18:30,42
07/11/2020 18:31,73
07/11/2020 18:32,82
07/11/2020 18:33,89
07/11/2020 18:34,48
07/11/2020 18:35,92
07/11/2020 18:36,100
07/11/2020 18:37,30
07/11/2020 18:40,18
07/11/2020 18:49,16
07/11/2020 18:52,20
07/11/2020 18:54,12
07/11/2020 18:55,10
07/11/2020 18:57,62
07/11/2020 18:58,125
07/11/2020 18:59,125
07/11/2020 19:00,92
07/11/2020 19:01,83
07/11/2020 19:02,55
07/11/2020 19:04,26
07/11/2020 19:10,59
07/11/2020 19:11,38
07/11/2020 19:12,28
07/11/2020 19:16,32
07/11/2020 19:17,52
07/11/2020 19:18,34
07/11/2020 19:19,12
07/11/2020 19:20,13
07/11/2020 19:21,58
07/11/2020 19:22,65
07/11/2020 19:23,52
07/11/2020 19:29,18
07/11/2020 19:30,49
07/11/2020 19:31,11
07/11/2020 19:33,69
07/11/2020 19:34,110
07/11/2020 19:35,107
07/11/2020 19:36,112
07/11/2020 19:37,125
07/11/2020 19:38,126
07/11/2020 19:43,116
07/11/2020 19:45,109
07/11/2020 19:46,54
07/11/2020 19:47,23
07/11/2020 19:48,34
07/11/2020 19:49,40
07/11/2020 19:50,67
07/11/2020 19:51,57
07/11/2020 19:52,22
07/11/2020 19:53,41
07/11/2020 19:54,10
07/11/2020 19:55,43
07/11/2020 19:56,107
07/11/2020 19:57,31
07/11/2020 19:58,23
07/11/2020 19:59,91
07/11/2020 20:07,93
07/11/2020 20:11,113
07/11/2020 20:12,126
07/11/2020 20:13,104
07/11/2020 20:14,37
07/11/2020 20:15,123
07/11/2020 20:16,121
07/11/2020 20:17,122
07/11/2020 20:18,118
07/11/2020 20:19,115
07/11/2020 20:20,116
07/11/2020 20:21,121
07/11/2020 20:22,120
07/11/2020 20:23,122
07/11/2020 20:24,123
07/11/2020 20:25,115
07/11/2020 20:26,41
07/11/2020 20:27,39
07/11/2020 20:28,45
07/11/2020 20:30,10
07/11/2020 20:31,4
07/11/2020 22:37,14
